customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;SampleWeight
"0285-INHLN";"Male";0;"Yes";"Yes";27;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";54,750000;1510,300000;"No";2,768325
"4678-DVQEO";"Female";0;"No";"No";1;"Yes";"No";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";52,200000;52,200000;"Yes";1,000000
"6286-ZHAOK";"Female";0;"Yes";"Yes";20;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Bank transfer (automatic)";25,550000;507,400000;"No";2,768325
"2239-JALAW";"Male";0;"No";"No";58;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";103,250000;6017,650000;"Yes";1,000000
"6275-YDUVO";"Female";0;"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Month-to-month";"Yes";"Mailed check";86,200000;178,700000;"Yes";1,000000
"3104-OWCGK";"Male";0;"Yes";"Yes";60;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"No";"One year";"No";"Electronic check";90,950000;5453,400000;"Yes";1,000000
"2672-TGEFF";"Female";0;"Yes";"Yes";37;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";88,800000;3340,550000;"No";2,768325
"9231-ZJYAM";"Female";1;"No";"No";4;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";78,850000;292,800000;"Yes";1,000000
"3027-ZTDHO";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";89,900000;89,900000;"Yes";1,000000
"2252-NKNSI";"Male";0;"No";"Yes";52;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Two year";"Yes";"Mailed check";85,150000;4461,850000;"No";2,768325
"7905-TVXTA";"Female";0;"No";"No";5;"Yes";"No";"DSL";"Yes";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";64,350000;352,650000;"No";2,768325
"5073-WXOYN";"Female";0;"No";"No";60;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";50,800000;3027,400000;"Yes";1,000000
"4713-ZBURT";"Male";0;"No";"Yes";45;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";99,700000;4634,350000;"No";2,768325
"0207-MDKNV";"Female";0;"No";"No";15;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"No";"Electronic check";105,100000;1582,750000;"Yes";1,000000
"7876-AEHIG";"Female";0;"No";"Yes";51;"No";"No phone service";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";60,150000;3077,000000;"No";2,768325
"3523-BRGUW";"Male";1;"No";"No";26;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";19,300000;504,200000;"No";2,768325
"5543-QDCRY";"Male";0;"No";"No";4;"Yes";"No";"DSL";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";56,400000;234,850000;"No";2,768325
"1907-UBQFC";"Male";1;"No";"No";10;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";72,850000;688,650000;"Yes";1,000000
"7471-WNSUF";"Male";0;"Yes";"No";60;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Bank transfer (automatic)";24,150000;1505,900000;"No";2,768325
"4824-GUCBY";"Female";1;"No";"No";22;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";81,700000;1820,900000;"No";2,768325
"8812-ZRHFP";"Female";0;"Yes";"Yes";30;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"One year";"No";"Electronic check";86,450000;2538,050000;"No";2,768325
"4198-VFOEA";"Female";0;"No";"No";12;"No";"No phone service";"DSL";"Yes";"No";"No";"Yes";"No";"No";"One year";"Yes";"Mailed check";33,600000;435,450000;"No";2,768325
"4208-UFFGW";"Male";1;"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";44,950000;85,150000;"Yes";1,000000
"3280-NMUVX";"Male";0;"Yes";"Yes";34;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";19,600000;678,800000;"No";2,768325
"8361-LBRDI";"Female";0;"No";"No";58;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";24,350000;1423,850000;"No";2,768325
"1989-PRJHP";"Male";1;"Yes";"No";27;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,500000;1893,950000;"Yes";1,000000
"7047-YXDMZ";"Male";0;"No";"No";21;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20,000000;417,700000;"No";2,768325
"9524-EGPJC";"Female";0;"No";"No";18;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";90,100000;1612,750000;"Yes";1,000000
"8818-XYFCQ";"Male";0;"Yes";"Yes";32;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";99,550000;3204,650000;"Yes";1,000000
"8436-BJUMM";"Male";0;"Yes";"Yes";26;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";83,750000;2070,600000;"Yes";1,000000
"8329-GWVPJ";"Female";0;"Yes";"Yes";50;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";69,750000;3557,700000;"No";2,768325
"9948-YPTDG";"Male";0;"Yes";"No";38;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";79,450000;3013,050000;"Yes";1,000000
"1271-SJBGZ";"Male";1;"No";"No";12;"No";"No phone service";"DSL";"No";"No";"Yes";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";43,650000;526,950000;"Yes";1,000000
"5981-ITEMU";"Male";0;"Yes";"No";40;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";97,100000;3706,950000;"Yes";1,000000
"6941-PMGEP";"Female";0;"No";"No";5;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";80,000000;412,500000;"Yes";1,000000
"7143-BQIBA";"Male";0;"No";"No";10;"Yes";"No";"DSL";"Yes";"No";"No";"Yes";"Yes";"No";"Month-to-month";"No";"Bank transfer (automatic)";62,250000;612,950000;"No";2,768325
"0634-SZPQA";"Female";0;"No";"No";23;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";90,050000;2169,800000;"Yes";1,000000
"7030-NJVDP";"Male";0;"Yes";"No";24;"Yes";"No";"Fiber optic";"Yes";"No";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";89,250000;2210,200000;"No";2,768325
"6166-ILMNY";"Female";0;"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";69,750000;144,550000;"Yes";1,000000
"0655-RBDUG";"Male";0;"No";"No";7;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";98,050000;713,000000;"Yes";1,000000
"2111-DWYHN";"Male";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";21,100000;21,100000;"No";2,768325
"4121-AGSIN";"Female";0;"Yes";"Yes";58;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Credit card (automatic)";24,500000;1497,900000;"No";2,768325
"4361-BKAXE";"Female";0;"No";"No";41;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";114,500000;4527,450000;"Yes";1,000000
"0455-XFASS";"Female";0;"Yes";"Yes";3;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,550000;200,200000;"No";2,768325
"4607-CHPCA";"Male";0;"Yes";"Yes";25;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";90,400000;2178,600000;"Yes";1,000000
"7627-JKIAZ";"Female";0;"Yes";"No";37;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";78,950000;2839,650000;"Yes";1,000000
"8111-SLLHI";"Male";1;"Yes";"No";39;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";105,650000;4284,800000;"Yes";1,000000
"0098-BOWSO";"Male";0;"No";"No";27;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Electronic check";19,400000;529,800000;"No";2,768325
"5293-WXJAK";"Female";1;"Yes";"No";11;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";104,050000;1133,650000;"Yes";1,000000
"0841-NULXI";"Male";0;"No";"No";1;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";35,550000;35,550000;"Yes";1,000000
"8844-TONUD";"Male";0;"Yes";"Yes";13;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Mailed check";96,650000;1162,850000;"Yes";1,000000
"9359-UGBTK";"Female";0;"No";"No";67;"Yes";"No";"DSL";"Yes";"No";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Bank transfer (automatic)";72,350000;4991,500000;"No";2,768325
"0135-NMXAP";"Female";0;"No";"No";12;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";89,750000;1052,400000;"Yes";1,000000
"6270-OMFIW";"Male";0;"Yes";"No";60;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";94,400000;5610,250000;"Yes";1,000000
"0107-WESLM";"Male";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Electronic check";19,850000;19,850000;"Yes";1,000000
"1346-UFHAX";"Female";0;"No";"No";13;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";80,000000;1029,350000;"No";2,768325
"3992-YWPKO";"Female";0;"No";"No";6;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";109,900000;669,450000;"Yes";1,000000
"2933-XEUJM";"Female";0;"No";"No";46;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"No";"Yes";"Yes";"Two year";"No";"Mailed check";79,200000;3593,800000;"No";2,768325
"0887-WBJVH";"Female";0;"Yes";"No";53;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";93,450000;4872,200000;"No";2,768325
"6807-SIWJI";"Male";0;"No";"No";38;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";104,850000;3887,250000;"No";2,768325
"5232-NXPAY";"Female";0;"No";"No";47;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Mailed check";74,450000;3510,300000;"No";2,768325
"8967-SZQAS";"Female";0;"No";"No";14;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";50,450000;765,450000;"No";2,768325
"5494-HECPR";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";80,250000;80,250000;"Yes";1,000000
"9866-QEVEE";"Male";0;"No";"No";19;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";86,000000;1532,450000;"Yes";1,000000
"7979-CORPM";"Male";0;"No";"No";24;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";90,550000;2282,550000;"Yes";1,000000
"6581-NQCBA";"Female";0;"Yes";"No";16;"No";"No phone service";"DSL";"No";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";49,950000;810,200000;"Yes";1,000000
"9068-VPWQQ";"Male";0;"Yes";"No";61;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"Yes";"No";"Yes";"Two year";"No";"Credit card (automatic)";75,350000;4729,300000;"No";2,768325
"5552-ZNFSJ";"Male";0;"No";"No";1;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";45,300000;45,300000;"Yes";1,000000
"7595-EUIVN";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";75,800000;75,800000;"Yes";1,000000
"4030-VPZBD";"Female";0;"No";"No";2;"No";"No phone service";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";30,900000;59,050000;"Yes";1,000000
"6818-WOBHJ";"Female";1;"Yes";"No";68;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";89,600000;6127,600000;"Yes";1,000000
"7005-CYUIL";"Female";1;"Yes";"No";71;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"Yes";"Electronic check";99,400000;7168,250000;"No";2,768325
"1291-CUOCY";"Male";0;"Yes";"No";72;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";110,600000;7962,200000;"No";2,768325
"8519-IMDHU";"Male";1;"Yes";"No";15;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";85,600000;1345,550000;"Yes";1,000000
"0201-OAMXR";"Female";0;"No";"No";70;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Credit card (automatic)";115,550000;8127,600000;"Yes";1,000000
"6599-RCLCJ";"Male";0;"Yes";"No";47;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";109,550000;5124,550000;"Yes";1,000000
"0661-WCQNQ";"Male";0;"Yes";"No";22;"Yes";"No";"DSL";"Yes";"No";"No";"Yes";"No";"No";"One year";"Yes";"Credit card (automatic)";56,250000;1292,200000;"No";2,768325
"3838-OZURD";"Male";0;"Yes";"No";66;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";105,000000;7133,250000;"Yes";1,000000
"1371-DWPAZ";"Female";0;"Yes";"Yes";0;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"No";"Credit card (automatic)";56,050000;;"No";2,768325
"2017-CCBLH";"Female";0;"No";"No";8;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20,000000;141,600000;"No";2,768325
"2568-BRGYX";"Male";0;"No";"No";4;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70,200000;237,950000;"Yes";1,000000
"4238-HFHSN";"Male";1;"Yes";"No";61;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";82,150000;4904,850000;"No";2,768325
"6567-HOOPW";"Female";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";79,200000;79,200000;"Yes";1,000000
"9089-UOWJG";"Female";0;"Yes";"Yes";12;"Yes";"No";"DSL";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";58,350000;740,550000;"No";2,768325
"0471-LVHGK";"Male";0;"Yes";"No";41;"Yes";"Yes";"DSL";"No";"No";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";73,000000;3001,200000;"Yes";1,000000
"7024-OHCCK";"Female";1;"No";"No";2;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";93,850000;170,850000;"Yes";1,000000
"7861-UVUFT";"Female";0;"Yes";"No";15;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";84,300000;1308,400000;"Yes";1,000000
"7767-UXAGJ";"Male";0;"No";"No";1;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";50,450000;50,450000;"Yes";1,000000
"6510-UPNKS";"Female";0;"No";"No";23;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";24,800000;615,350000;"No";2,768325
"6718-BDGHG";"Female";0;"Yes";"No";43;"Yes";"Yes";"DSL";"No";"No";"No";"Yes";"Yes";"No";"One year";"Yes";"Bank transfer (automatic)";64,850000;2908,200000;"No";2,768325
"9052-VKDUW";"Female";1;"Yes";"No";65;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";109,400000;7227,450000;"No";2,768325
"2480-EJWYP";"Female";1;"Yes";"No";58;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";97,800000;5458,800000;"No";2,768325
"3253-HKOKL";"Female";0;"Yes";"Yes";52;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"One year";"No";"Electronic check";100,300000;5244,450000;"No";2,768325
"7055-HNEOJ";"Male";0;"Yes";"No";3;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";55,800000;154,550000;"No";2,768325
"5514-YQENT";"Male";0;"No";"Yes";41;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";111,150000;4507,150000;"No";2,768325
"0222-CNVPT";"Male";1;"No";"No";52;"No";"No phone service";"DSL";"Yes";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";48,800000;2555,050000;"No";2,768325
"3473-XIIIT";"Female";0;"Yes";"No";16;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,000000;1534,750000;"Yes";1,000000
"6362-QHAFM";"Male";0;"Yes";"No";42;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";108,300000;4586,150000;"No";2,768325
"3070-BDOQC";"Female";0;"No";"No";60;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Electronic check";99,650000;5941,050000;"No";2,768325
"4763-PGDPO";"Female";0;"No";"No";4;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";70,400000;281,000000;"Yes";1,000000
"1866-OBPNR";"Male";0;"Yes";"Yes";1;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";74,600000;74,600000;"No";2,768325
"9480-BQJEI";"Male";0;"No";"No";62;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"No";"Yes";"One year";"Yes";"Bank transfer (automatic)";92,300000;5731,450000;"No";2,768325
"7079-QRCBC";"Female";0;"No";"No";24;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";98,750000;2407,300000;"Yes";1,000000
"9851-QXEEQ";"Male";0;"No";"No";41;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";104,700000;4346,400000;"Yes";1,000000
"8898-KASCD";"Male";0;"No";"No";39;"No";"No phone service";"DSL";"No";"No";"Yes";"Yes";"No";"No";"One year";"No";"Mailed check";35,550000;1309,150000;"No";2,768325
"9809-IMGCQ";"Male";1;"No";"No";22;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";96,700000;2082,950000;"Yes";1,000000
"2667-WYLWJ";"Female";0;"Yes";"Yes";8;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Mailed check";19,750000;145,000000;"Yes";1,000000
"0529-ONKER";"Male";1;"No";"No";15;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";75,650000;1146,650000;"Yes";1,000000
"1769-GRUIK";"Female";0;"No";"No";18;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";71,100000;1247,750000;"No";2,768325
"8819-WFGGJ";"Male";0;"Yes";"No";68;"No";"No phone service";"DSL";"Yes";"No";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";54,100000;3794,500000;"No";2,768325
"1092-GANHU";"Male";0;"No";"No";17;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";76,650000;1313,550000;"Yes";1,000000
"7881-EVUAD";"Female";0;"No";"No";2;"No";"No phone service";"DSL";"Yes";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";42,600000;72,400000;"Yes";1,000000
